REGION,ISLAND,ANALYSIS_YEAR,Sector,Stratum,GENUS_CODE,n,Ntot,AdColDen,SE_AdColDen
MARIAN,Aguijan,2014,Aguijan,Aguijan_FMD,ACSP,2,993,0.391666667,0.108224181
MARIAN,Aguijan,2014,Aguijan,Aguijan_FMD,GOSP,2,993,0,0
MARIAN,Aguijan,2014,Aguijan,Aguijan_FMD,LEPT,2,993,1.083333333,0.78254408
MARIAN,Aguijan,2014,Aguijan,Aguijan_FMD,POCS,2,993,1.508333333,1.207115869
MARIAN,Aguijan,2014,Aguijan,Aguijan_FMD,POSP,2,993,5.15,3.646322417
MARIAN,Aguijan,2014,Aguijan,Aguijan_FS,ACSP,3,629,1.6,0.812508204
MARIAN,Aguijan,2014,Aguijan,Aguijan_FS,GOSP,3,629,0,0
MARIAN,Aguijan,2014,Aguijan,Aguijan_FS,LEPT,3,629,0.516666667,0.158610265
MARIAN,Aguijan,2014,Aguijan,Aguijan_FS,POCS,3,629,3.416666667,1.657941923
MARIAN,Aguijan,2014,Aguijan,Aguijan_FS,POSP,3,629,0.35,0.125530142
MARIAN,Aguijan,2017,Aguijan,Aguijan_FD,ACSP,3,477,0.205376344,0.157537504
MARIAN,Aguijan,2017,Aguijan,Aguijan_FD,GOSP,3,477,0.119354839,0.074886138
MARIAN,Aguijan,2017,Aguijan,Aguijan_FD,LEPT,3,477,1.498924731,0.814909629
MARIAN,Aguijan,2017,Aguijan,Aguijan_FD,POCS,3,477,0.531899642,0.467388685
MARIAN,Aguijan,2017,Aguijan,Aguijan_FD,POSP,3,477,2.661648746,0.603859916
MARIAN,Aguijan,2017,Aguijan,Aguijan_FM,ACSP,5,516,0.088,0.043876677
MARIAN,Aguijan,2017,Aguijan,Aguijan_FM,GOSP,5,516,0,0
MARIAN,Aguijan,2017,Aguijan,Aguijan_FM,LEPT,5,516,0.76,0.246988058
MARIAN,Aguijan,2017,Aguijan,Aguijan_FM,POCS,5,516,0.602,0.304786887
MARIAN,Aguijan,2017,Aguijan,Aguijan_FM,POSP,5,516,0.944,0.574203689
MARIAN,Aguijan,2017,Aguijan,Aguijan_FS,ACSP,2,629,1.325,0.474244232
MARIAN,Aguijan,2017,Aguijan,Aguijan_FS,GOSP,2,629,0,0
MARIAN,Aguijan,2017,Aguijan,Aguijan_FS,LEPT,2,629,0.275,0.074880668
MARIAN,Aguijan,2017,Aguijan,Aguijan_FS,POCS,2,629,1.025,0.374403341
MARIAN,Aguijan,2017,Aguijan,Aguijan_FS,POSP,2,629,1.2,1.0982498
MARIAN,Guam,2014,GUA_EAST_OPEN,GUA_EAST_OPEN_FD,ACSP,5,2658,0.128651685,0.075558162
MARIAN,Guam,2014,GUA_EAST_OPEN,GUA_EAST_OPEN_FD,GOSP,5,2658,0.056179775,0.05612691
MARIAN,Guam,2014,GUA_EAST_OPEN,GUA_EAST_OPEN_FD,LEPT,5,2658,0.678651685,0.217141879
MARIAN,Guam,2014,GUA_EAST_OPEN,GUA_EAST_OPEN_FD,POCS,5,2658,0.151235955,0.137492189
MARIAN,Guam,2014,GUA_EAST_OPEN,GUA_EAST_OPEN_FD,POSP,5,2658,3.763707865,1.261501215
MARIAN,Guam,2014,GUA_EAST_OPEN,GUA_EAST_OPEN_FM,ACSP,5,4109,0.02,0.012239995
MARIAN,Guam,2014,GUA_EAST_OPEN,GUA_EAST_OPEN_FM,GOSP,5,4109,0.06,0.039975656
MARIAN,Guam,2014,GUA_EAST_OPEN,GUA_EAST_OPEN_FM,LEPT,5,4109,1.711023256,0.915860024
MARIAN,Guam,2014,GUA_EAST_OPEN,GUA_EAST_OPEN_FM,POCS,5,4109,0.169023256,0.080539057
MARIAN,Guam,2014,GUA_EAST_OPEN,GUA_EAST_OPEN_FM,POSP,5,4109,3.79227907,0.865281107
MARIAN,Guam,2014,GUA_EAST_OPEN,GUA_EAST_OPEN_FS,ACSP,3,1686,2.443567251,1.725982277
MARIAN,Guam,2014,GUA_EAST_OPEN,GUA_EAST_OPEN_FS,GOSP,3,1686,0.033333333,0.033303664
MARIAN,Guam,2014,GUA_EAST_OPEN,GUA_EAST_OPEN_FS,LEPT,3,1686,1.695906433,1.351231472
MARIAN,Guam,2014,GUA_EAST_OPEN,GUA_EAST_OPEN_FS,POCS,3,1686,1.084502924,0.883715649
MARIAN,Guam,2014,GUA_EAST_OPEN,GUA_EAST_OPEN_FS,POSP,3,1686,1.316666667,0.566896454
MARIAN,Guam,2014,GUA_MPA,GUA_MPA_FD,ACSP,2,55,0.025,0.024541245
MARIAN,Guam,2014,GUA_MPA,GUA_MPA_FD,GOSP,2,55,0,0
MARIAN,Guam,2014,GUA_MPA,GUA_MPA_FD,LEPT,2,55,0.375,0.122706227
MARIAN,Guam,2014,GUA_MPA,GUA_MPA_FD,POCS,2,55,0.125,0.024541245
MARIAN,Guam,2014,GUA_MPA,GUA_MPA_FD,POSP,2,55,1.725,0.171788718
MARIAN,Guam,2014,GUA_MPA,GUA_MPA_FM,ACSP,8,1084,0.254464286,0.094515102
MARIAN,Guam,2014,GUA_MPA,GUA_MPA_FM,GOSP,8,1084,0.066964286,0.053083489
MARIAN,Guam,2014,GUA_MPA,GUA_MPA_FM,LEPT,8,1084,1.049861549,0.277394413
MARIAN,Guam,2014,GUA_MPA,GUA_MPA_FM,POCS,8,1084,0.368515038,0.169383737
MARIAN,Guam,2014,GUA_MPA,GUA_MPA_FM,POSP,8,1084,3.018907652,1.019479177
MARIAN,Guam,2014,GUA_WEST_OPEN,GUA_WEST_OPEN_FD,ACSP,3,1755,0.144444444,0.098673271
MARIAN,Guam,2014,GUA_WEST_OPEN,GUA_WEST_OPEN_FD,GOSP,3,1755,0.103703704,0.057804233
MARIAN,Guam,2014,GUA_WEST_OPEN,GUA_WEST_OPEN_FD,LEPT,3,1755,3.907407407,2.356352942
MARIAN,Guam,2014,GUA_WEST_OPEN,GUA_WEST_OPEN_FD,POCS,3,1755,0.240740741,0.087021646
MARIAN,Guam,2014,GUA_WEST_OPEN,GUA_WEST_OPEN_FD,POSP,3,1755,3.440740741,1.015384409
MARIAN,Guam,2014,GUA_WEST_OPEN,GUA_WEST_OPEN_FS,ACSP,8,3026,0.85625,0.3692885
MARIAN,Guam,2014,GUA_WEST_OPEN,GUA_WEST_OPEN_FS,GOSP,8,3026,0.125,0.124834656
MARIAN,Guam,2014,GUA_WEST_OPEN,GUA_WEST_OPEN_FS,LEPT,8,3026,1.434191176,0.733098564
MARIAN,Guam,2014,GUA_WEST_OPEN,GUA_WEST_OPEN_FS,POCS,8,3026,0.683455882,0.187634336
MARIAN,Guam,2014,GUA_WEST_OPEN,GUA_WEST_OPEN_FS,POSP,8,3026,2.612867647,0.762923532
MARIAN,Guam,2017,GUA_EAST_OPEN,GUA_EAST_OPEN_FD,ACSP,4,2658,0.161904762,0.070255758
MARIAN,Guam,2017,GUA_EAST_OPEN,GUA_EAST_OPEN_FD,GOSP,4,2658,0.210714286,0.125718975
MARIAN,Guam,2017,GUA_EAST_OPEN,GUA_EAST_OPEN_FD,LEPT,4,2658,0.276190476,0.119811445
MARIAN,Guam,2017,GUA_EAST_OPEN,GUA_EAST_OPEN_FD,POCS,4,2658,0.307142857,0.236974385
MARIAN,Guam,2017,GUA_EAST_OPEN,GUA_EAST_OPEN_FD,POSP,4,2658,2.723015873,0.976181076
MARIAN,Guam,2017,GUA_EAST_OPEN,GUA_EAST_OPEN_FM,ACSP,4,4109,0.316666667,0.209615521
MARIAN,Guam,2017,GUA_EAST_OPEN,GUA_EAST_OPEN_FM,GOSP,4,4109,0.033333333,0.033317105
MARIAN,Guam,2017,GUA_EAST_OPEN,GUA_EAST_OPEN_FM,LEPT,4,4109,0.966666667,0.64460921
MARIAN,Guam,2017,GUA_EAST_OPEN,GUA_EAST_OPEN_FM,POCS,4,4109,0.429166667,0.25212404
MARIAN,Guam,2017,GUA_EAST_OPEN,GUA_EAST_OPEN_FM,POSP,4,4109,2.775,1.161598125
MARIAN,Guam,2017,GUA_EAST_OPEN,GUA_EAST_OPEN_FS,ACSP,4,1686,3.510294118,1.64340091
MARIAN,Guam,2017,GUA_EAST_OPEN,GUA_EAST_OPEN_FS,GOSP,4,1686,0,0
MARIAN,Guam,2017,GUA_EAST_OPEN,GUA_EAST_OPEN_FS,LEPT,4,1686,0.869117647,0.327815292
MARIAN,Guam,2017,GUA_EAST_OPEN,GUA_EAST_OPEN_FS,POCS,4,1686,0.254411765,0.061123392
MARIAN,Guam,2017,GUA_EAST_OPEN,GUA_EAST_OPEN_FS,POSP,4,1686,0.623529412,0.333717275
MARIAN,Guam,2017,GUA_MPA,GUA_MPA_FD,ACSP,2,676,0,0
MARIAN,Guam,2017,GUA_MPA,GUA_MPA_FD,GOSP,2,676,0,0
MARIAN,Guam,2017,GUA_MPA,GUA_MPA_FD,LEPT,2,676,0.565540541,0.514777342
MARIAN,Guam,2017,GUA_MPA,GUA_MPA_FD,POCS,2,676,0.432432432,0.431792266
MARIAN,Guam,2017,GUA_MPA,GUA_MPA_FD,POSP,2,676,1.261486486,0.288086402
MARIAN,Guam,2017,GUA_MPA,GUA_MPA_FM,ACSP,3,873,1.077419355,0.634393759
MARIAN,Guam,2017,GUA_MPA,GUA_MPA_FM,GOSP,3,873,0,0
MARIAN,Guam,2017,GUA_MPA,GUA_MPA_FM,LEPT,3,873,0.949462366,0.435725102
MARIAN,Guam,2017,GUA_MPA,GUA_MPA_FM,POCS,3,873,1.311827957,0.387366216
MARIAN,Guam,2017,GUA_MPA,GUA_MPA_FM,POSP,3,873,1.733870968,0.572595959
MARIAN,Guam,2017,GUA_MPA,GUA_MPA_FS,ACSP,2,133,1.233333333,0.231572302
MARIAN,Guam,2017,GUA_MPA,GUA_MPA_FS,GOSP,2,133,0.05,0.049622636
MARIAN,Guam,2017,GUA_MPA,GUA_MPA_FS,LEPT,2,133,1.366666667,0.76088042
MARIAN,Guam,2017,GUA_MPA,GUA_MPA_FS,POCS,2,133,1.183333333,0.281194938
MARIAN,Guam,2017,GUA_MPA,GUA_MPA_FS,POSP,2,133,2.966666667,0.363899332
MARIAN,Guam,2017,GUA_WEST_OPEN,GUA_WEST_OPEN_FD,ACSP,2,1755,0.05,0.049971502
MARIAN,Guam,2017,GUA_WEST_OPEN,GUA_WEST_OPEN_FD,GOSP,2,1755,0.025,0.024985751
MARIAN,Guam,2017,GUA_WEST_OPEN,GUA_WEST_OPEN_FD,LEPT,2,1755,0.175,0.174900256
MARIAN,Guam,2017,GUA_WEST_OPEN,GUA_WEST_OPEN_FD,POCS,2,1755,0.075,0.024985751
MARIAN,Guam,2017,GUA_WEST_OPEN,GUA_WEST_OPEN_FD,POSP,2,1755,0.275,0.27484326
MARIAN,Guam,2017,GUA_WEST_OPEN,GUA_WEST_OPEN_FM,ACSP,5,4140,0.101265261,0.025643245
MARIAN,Guam,2017,GUA_WEST_OPEN,GUA_WEST_OPEN_FM,GOSP,5,4140,0.04,0.029137149
MARIAN,Guam,2017,GUA_WEST_OPEN,GUA_WEST_OPEN_FM,LEPT,5,4140,1.492475028,0.745005249
MARIAN,Guam,2017,GUA_WEST_OPEN,GUA_WEST_OPEN_FM,POCS,5,4140,0.21900111,0.071172441
MARIAN,Guam,2017,GUA_WEST_OPEN,GUA_WEST_OPEN_FM,POSP,5,4140,4.215338513,1.544265675
MARIAN,Guam,2017,GUA_WEST_OPEN,GUA_WEST_OPEN_FS,ACSP,4,3026,0.359166667,0.081599925
MARIAN,Guam,2017,GUA_WEST_OPEN,GUA_WEST_OPEN_FS,GOSP,4,3026,1,0.999338843
MARIAN,Guam,2017,GUA_WEST_OPEN,GUA_WEST_OPEN_FS,LEPT,4,3026,0.576666667,0.176235325
MARIAN,Guam,2017,GUA_WEST_OPEN,GUA_WEST_OPEN_FS,POCS,4,3026,1.101666667,0.418454703
MARIAN,Guam,2017,GUA_WEST_OPEN,GUA_WEST_OPEN_FS,POSP,4,3026,2.371666667,1.440014369
MARIAN,Maug,2014,Maug,Maug_FD,ACSP,5,351,0.153333333,0.047787715
MARIAN,Maug,2014,Maug,Maug_FD,GOSP,5,351,0,0
MARIAN,Maug,2014,Maug,Maug_FD,LEPT,5,351,0.153333333,0.078037012
MARIAN,Maug,2014,Maug,Maug_FD,POCS,5,351,2.913333333,0.701533413
MARIAN,Maug,2014,Maug,Maug_FD,POSP,5,351,0.24,0.063788538
MARIAN,Maug,2014,Maug,Maug_FM,ACSP,10,763,0.263148148,0.088873894
MARIAN,Maug,2014,Maug,Maug_FM,GOSP,10,763,0.016666667,0.012091588
MARIAN,Maug,2014,Maug,Maug_FM,LEPT,10,763,0.320740741,0.074651887
MARIAN,Maug,2014,Maug,Maug_FM,POCS,10,763,3.287037037,0.214361391
MARIAN,Maug,2014,Maug,Maug_FM,POSP,10,763,0.663333333,0.212920123
MARIAN,Maug,2014,Maug,Maug_FS,ACSP,4,142,0.2625,0.097289408
MARIAN,Maug,2014,Maug,Maug_FS,GOSP,4,142,0,0
MARIAN,Maug,2014,Maug,Maug_FS,LEPT,4,142,0.2,0.10061431
MARIAN,Maug,2014,Maug,Maug_FS,POCS,4,142,1.9625,0.427995348
MARIAN,Maug,2014,Maug,Maug_FS,POSP,4,142,0.1375,0.105285076
MARIAN,Maug,2017,Maug,Maug_FD,ACSP,6,351,0.131756158,0.067760946
MARIAN,Maug,2017,Maug,Maug_FD,GOSP,6,351,0.210185185,0.139008047
MARIAN,Maug,2017,Maug,Maug_FD,LEPT,6,351,0.250598086,0.126916438
MARIAN,Maug,2017,Maug,Maug_FD,POCS,6,351,1.010375687,0.677498554
MARIAN,Maug,2017,Maug,Maug_FD,POSP,6,351,0.374348751,0.073653817
MARIAN,Maug,2017,Maug,Maug_FM,ACSP,13,763,0.07960373,0.02492991
MARIAN,Maug,2017,Maug,Maug_FM,GOSP,13,763,0.165384615,0.112732913
MARIAN,Maug,2017,Maug,Maug_FM,LEPT,13,763,0.251981352,0.060941233
MARIAN,Maug,2017,Maug,Maug_FM,POCS,13,763,0.093006993,0.032509561
MARIAN,Maug,2017,Maug,Maug_FM,POSP,13,763,0.412820513,0.114728844
MARIAN,Maug,2017,Maug,Maug_FS,ACSP,8,142,0.064705882,0.030620221
MARIAN,Maug,2017,Maug,Maug_FS,GOSP,8,142,0.007352941,0.007142814
MARIAN,Maug,2017,Maug,Maug_FS,LEPT,8,142,0.19375,0.090140962
MARIAN,Maug,2017,Maug,Maug_FS,POCS,8,142,0.00625,0.006071392
MARIAN,Maug,2017,Maug,Maug_FS,POSP,8,142,0.09375,0.055408131
MARIAN,Pagan,2014,Pagan,Pagan_FD,ACSP,7,2285,0.033333333,0.021788338
MARIAN,Pagan,2014,Pagan,Pagan_FD,GOSP,7,2285,0.089455782,0.042099891
MARIAN,Pagan,2014,Pagan,Pagan_FD,LEPT,7,2285,1.282312925,0.429183896
MARIAN,Pagan,2014,Pagan,Pagan_FD,POCS,7,2285,1.628911565,0.416904026
MARIAN,Pagan,2014,Pagan,Pagan_FD,POSP,7,2285,2.632653061,1.139433515
MARIAN,Pagan,2014,Pagan,Pagan_FM,ACSP,6,1970,0.016666667,0.010524861
MARIAN,Pagan,2014,Pagan,Pagan_FM,GOSP,6,1970,0.211111111,0.104779795
MARIAN,Pagan,2014,Pagan,Pagan_FM,LEPT,6,1970,0.945061728,0.332732411
MARIAN,Pagan,2014,Pagan,Pagan_FM,POCS,6,1970,0.97191358,0.535590278
MARIAN,Pagan,2014,Pagan,Pagan_FM,POSP,6,1970,0.981790123,0.147613426
MARIAN,Pagan,2014,Pagan,Pagan_FS,ACSP,5,1796,0.01,0.00998607
MARIAN,Pagan,2014,Pagan,Pagan_FS,GOSP,5,1796,0,0
MARIAN,Pagan,2014,Pagan,Pagan_FS,LEPT,5,1796,0.11,0.033120049
MARIAN,Pagan,2014,Pagan,Pagan_FS,POCS,5,1796,0.25,0.097332175
MARIAN,Pagan,2014,Pagan,Pagan_FS,POSP,5,1796,0.77,0.657034871
MARIAN,Pagan,2017,Pagan,Pagan_FD,ACSP,3,2285,0.114021164,0.032817852
MARIAN,Pagan,2017,Pagan,Pagan_FD,GOSP,3,2285,0.275132275,0.200926172
MARIAN,Pagan,2017,Pagan,Pagan_FD,LEPT,3,2285,0.825661376,0.284128042
MARIAN,Pagan,2017,Pagan,Pagan_FD,POCS,3,2285,1.111111111,1.110381477
MARIAN,Pagan,2017,Pagan,Pagan_FD,POSP,3,2285,0.689417989,0.127941858
MARIAN,Pagan,2017,Pagan,Pagan_FM,ACSP,7,1970,0.042857143,0.016973165
MARIAN,Pagan,2017,Pagan,Pagan_FM,GOSP,7,1970,0.064285714,0.035650777
MARIAN,Pagan,2017,Pagan,Pagan_FM,LEPT,7,1970,0.664285714,0.240036802
MARIAN,Pagan,2017,Pagan,Pagan_FM,POCS,7,1970,0.045238095,0.023165386
MARIAN,Pagan,2017,Pagan,Pagan_FM,POSP,7,1970,0.804761905,0.241958815
MARIAN,Pagan,2017,Pagan,Pagan_FS,ACSP,8,1796,0.09375,0.037043334
MARIAN,Pagan,2017,Pagan,Pagan_FS,GOSP,8,1796,0.0125,0.012472129
MARIAN,Pagan,2017,Pagan,Pagan_FS,LEPT,8,1796,0.3125,0.124275061
MARIAN,Pagan,2017,Pagan,Pagan_FS,POCS,8,1796,0.08125,0.024832651
MARIAN,Pagan,2017,Pagan,Pagan_FS,POSP,8,1796,0.2,0.074832776
MARIAN,Rota,2014,Rota,Rota_FD,ACSP,3,750,0,0
MARIAN,Rota,2014,Rota,Rota_FD,GOSP,3,750,0,0
MARIAN,Rota,2014,Rota,Rota_FD,LEPT,3,750,1.499410304,0.788604814
MARIAN,Rota,2014,Rota,Rota_FD,POCS,3,750,0.187243948,0.081285407
MARIAN,Rota,2014,Rota,Rota_FD,POSP,3,750,1.142613284,0.480077495
MARIAN,Rota,2014,Rota,Rota_FM,ACSP,4,1018,0.0375,0.037426254
MARIAN,Rota,2014,Rota,Rota_FM,GOSP,4,1018,0,0
MARIAN,Rota,2014,Rota,Rota_FM,LEPT,4,1018,1.3875,0.75056687
MARIAN,Rota,2014,Rota,Rota_FM,POCS,4,1018,0.225,0.047777213
MARIAN,Rota,2014,Rota,Rota_FM,POSP,4,1018,1.0875,0.328097956
MARIAN,Rota,2014,Rota,Rota_FS,ACSP,3,3557,0.289215686,0.142117176
MARIAN,Rota,2014,Rota,Rota_FS,GOSP,3,3557,0,0
MARIAN,Rota,2014,Rota,Rota_FS,LEPT,3,3557,0.567647059,0.159489829
MARIAN,Rota,2014,Rota,Rota_FS,POCS,3,3557,0.269607843,0.158795854
MARIAN,Rota,2014,Rota,Rota_FS,POSP,3,3557,0.275490196,0.118200211
MARIAN,Rota,2017,Rota,Rota_FD,ACSP,3,750,0.033333333,0.0332666
MARIAN,Rota,2017,Rota,Rota_FD,GOSP,3,750,0,0
MARIAN,Rota,2017,Rota,Rota_FD,LEPT,3,750,0.333333333,0.332665999
MARIAN,Rota,2017,Rota,Rota_FD,POCS,3,750,0.166666667,0.166332999
MARIAN,Rota,2017,Rota,Rota_FD,POSP,3,750,0.633333333,0.582877917
MARIAN,Rota,2017,Rota,Rota_FM,ACSP,4,1018,0.125,0.09446234
MARIAN,Rota,2017,Rota,Rota_FM,GOSP,4,1018,0,0
MARIAN,Rota,2017,Rota,Rota_FM,LEPT,4,1018,0.825,0.563285034
MARIAN,Rota,2017,Rota,Rota_FM,POCS,4,1018,0.3625,0.167220246
MARIAN,Rota,2017,Rota,Rota_FM,POSP,4,1018,1.45,0.621604727
MARIAN,Rota,2017,Rota,Rota_FS,ACSP,6,3557,0.575,0.248704284
MARIAN,Rota,2017,Rota,Rota_FS,GOSP,6,3557,0.072222222,0.028736131
MARIAN,Rota,2017,Rota,Rota_FS,LEPT,6,3557,0.155555556,0.076875013
MARIAN,Rota,2017,Rota,Rota_FS,POCS,6,3557,0.241666667,0.096023599
MARIAN,Rota,2017,Rota,Rota_FS,POSP,6,3557,1.291666667,0.750079201
MARIAN,Saipan,2014,Saipan,Saipan_FD,ACSP,10,7942,0.375541639,0.103322855
MARIAN,Saipan,2014,Saipan,Saipan_FD,GOSP,10,7942,0.018333333,0.013701325
MARIAN,Saipan,2014,Saipan,Saipan_FD,LEPT,10,7942,3.032995157,1.041896739
MARIAN,Saipan,2014,Saipan,Saipan_FD,POCS,10,7942,0.810262347,0.321224732
MARIAN,Saipan,2014,Saipan,Saipan_FD,POSP,10,7942,1.841792061,0.40667514
MARIAN,Saipan,2014,Saipan,Saipan_FM,ACSP,7,4530,0.29989339,0.111191754
MARIAN,Saipan,2014,Saipan,Saipan_FM,GOSP,7,4530,0,0
MARIAN,Saipan,2014,Saipan,Saipan_FM,LEPT,7,4530,0.991186923,0.289856143
MARIAN,Saipan,2014,Saipan,Saipan_FM,POCS,7,4530,0.528464819,0.186914572
MARIAN,Saipan,2014,Saipan,Saipan_FM,POSP,7,4530,1.257960199,0.234842406
MARIAN,Saipan,2014,Saipan,Saipan_FS,ACSP,5,1683,1.961764706,0.815031708
MARIAN,Saipan,2014,Saipan,Saipan_FS,GOSP,5,1683,0.031764706,0.021528999
MARIAN,Saipan,2014,Saipan,Saipan_FS,LEPT,5,1683,0.464117647,0.113690366
MARIAN,Saipan,2014,Saipan,Saipan_FS,POCS,5,1683,0.873529412,0.398645624
MARIAN,Saipan,2014,Saipan,Saipan_FS,POSP,5,1683,2.166470588,0.763220907
MARIAN,Saipan,2017,Saipan,Saipan_FD,ACSP,5,7942,0.588771121,0.288511319
MARIAN,Saipan,2017,Saipan,Saipan_FD,GOSP,5,7942,0.407096774,0.382466722
MARIAN,Saipan,2017,Saipan,Saipan_FD,LEPT,5,7942,1.38734255,0.489736343
MARIAN,Saipan,2017,Saipan,Saipan_FD,POCS,5,7942,0.252611367,0.125215693
MARIAN,Saipan,2017,Saipan,Saipan_FD,POSP,5,7942,0.999600614,0.311651051
MARIAN,Saipan,2017,Saipan,Saipan_FM,ACSP,9,4530,1.356480048,0.489957863
MARIAN,Saipan,2017,Saipan,Saipan_FM,GOSP,9,4530,0.114814815,0.077125728
MARIAN,Saipan,2017,Saipan,Saipan_FM,LEPT,9,4530,1.921795092,0.435085216
MARIAN,Saipan,2017,Saipan,Saipan_FM,POCS,9,4530,1.179977927,0.384341414
MARIAN,Saipan,2017,Saipan,Saipan_FM,POSP,9,4530,2.555195792,1.474359645
MARIAN,Saipan,2017,Saipan,Saipan_FS,ACSP,8,1683,3.248937908,0.959459933
MARIAN,Saipan,2017,Saipan,Saipan_FS,GOSP,8,1683,0.0125,0.012470256
MARIAN,Saipan,2017,Saipan,Saipan_FS,LEPT,8,1683,0.519444444,0.194726844
MARIAN,Saipan,2017,Saipan,Saipan_FS,POCS,8,1683,1.145833333,0.279281234
MARIAN,Saipan,2017,Saipan,Saipan_FS,POSP,8,1683,0.885784314,0.402889028
MARIAN,Tinian,2014,Tinian,Tinian_FD,ACSP,2,2228,0.15,0.049977553
MARIAN,Tinian,2014,Tinian,Tinian_FD,GOSP,2,2228,0,0
MARIAN,Tinian,2014,Tinian,Tinian_FD,LEPT,2,2228,2,1.999102132
MARIAN,Tinian,2014,Tinian,Tinian_FD,POCS,2,2228,0.275,0.07496633
MARIAN,Tinian,2014,Tinian,Tinian_FD,POSP,2,2228,2.575,1.424360269
MARIAN,Tinian,2014,Tinian,Tinian_FM,ACSP,2,2136,0.2,0.099953173
MARIAN,Tinian,2014,Tinian,Tinian_FM,GOSP,2,2136,0,0
MARIAN,Tinian,2014,Tinian,Tinian_FM,LEPT,2,2136,3.675,1.224426364
MARIAN,Tinian,2014,Tinian,Tinian_FM,POCS,2,2136,0.1,0.099953173
MARIAN,Tinian,2014,Tinian,Tinian_FM,POSP,2,2136,4.75,2.5488059
MARIAN,Tinian,2014,Tinian,Tinian_FS,ACSP,3,1292,1.06372549,0.337191754
MARIAN,Tinian,2014,Tinian,Tinian_FS,GOSP,3,1292,0,0
MARIAN,Tinian,2014,Tinian,Tinian_FS,LEPT,3,1292,0.789215686,0.679620817
MARIAN,Tinian,2014,Tinian,Tinian_FS,POCS,3,1292,0.281372549,0.01575959
MARIAN,Tinian,2014,Tinian,Tinian_FS,POSP,3,1292,0.139215686,0.030780346
MARIAN,Tinian,2017,Tinian,Tinian_FD,ACSP,4,2228,0.0625,0.047281736
MARIAN,Tinian,2017,Tinian,Tinian_FD,GOSP,4,2228,0.05,0.049955097
MARIAN,Tinian,2017,Tinian,Tinian_FD,LEPT,4,2228,3.475,1.998672135
MARIAN,Tinian,2017,Tinian,Tinian_FD,POCS,4,2228,0.245833333,0.16781286
MARIAN,Tinian,2017,Tinian,Tinian_FD,POSP,4,2228,1.458333333,1.046841068
MARIAN,Tinian,2017,Tinian,Tinian_FM,ACSP,6,2136,0.344607843,0.311214212
MARIAN,Tinian,2017,Tinian,Tinian_FM,GOSP,6,2136,0,0
MARIAN,Tinian,2017,Tinian,Tinian_FM,LEPT,6,2136,2.686764706,1.027048669
MARIAN,Tinian,2017,Tinian,Tinian_FM,POCS,6,2136,0.677941176,0.603818527
MARIAN,Tinian,2017,Tinian,Tinian_FM,POSP,6,2136,2.209803922,1.106103088
MARIAN,Tinian,2017,Tinian,Tinian_FS,ACSP,4,1292,1.442857143,0.306860472
MARIAN,Tinian,2017,Tinian,Tinian_FS,GOSP,4,1292,0,0
MARIAN,Tinian,2017,Tinian,Tinian_FS,LEPT,4,1292,0.3875,0.202145197
MARIAN,Tinian,2017,Tinian,Tinian_FS,POCS,4,1292,0.421428571,0.191144431
MARIAN,Tinian,2017,Tinian,Tinian_FS,POSP,4,1292,0.241071429,0.092547419
MARIAN,Asuncion,2017,Asuncion,Asuncion_FD,ACSP,4,256,0,0
MARIAN,Asuncion,2017,Asuncion,Asuncion_FD,GOSP,4,256,0.179166667,0.161648913
MARIAN,Asuncion,2017,Asuncion,Asuncion_FD,LEPT,4,256,0.6625,0.417696319
MARIAN,Asuncion,2017,Asuncion,Asuncion_FD,POCS,4,256,0.758333333,0.356035206
MARIAN,Asuncion,2017,Asuncion,Asuncion_FM,ACSP,4,523,0.025,0.024904214
MARIAN,Asuncion,2017,Asuncion,Asuncion_FM,GOSP,4,523,0.025,0.024904214
MARIAN,Asuncion,2017,Asuncion,Asuncion_FM,LEPT,4,523,0.316666667,0.195744237
MARIAN,Asuncion,2017,Asuncion,Asuncion_FM,POCS,4,523,0.075,0.04768794
MARIAN,Asuncion,2017,Asuncion,Asuncion_FS,ACSP,4,215,0,0
MARIAN,Asuncion,2017,Asuncion,Asuncion_FS,GOSP,4,215,0,0
MARIAN,Asuncion,2017,Asuncion,Asuncion_FS,LEPT,4,215,0.15,0.132602162
MARIAN,Asuncion,2017,Asuncion,Asuncion_FS,POCS,4,215,0.0125,0.012383175
