REGION,JurisdictionName,JurisdictionCode,SubjurisdictionName,SubjurisdictionCode,SEC_NAME,SectorName,SectorCode,REEF_ZONE,DEPTH_BIN,StrataName,StrataCode
MHI,Main Hawaiian Islands,MHI,Lanai,LAN,LAN_NORTH,North,LAN_N,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Lanai,LAN,LAN_NORTH,North,LAN_N,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Lanai,LAN,LAN_SOUTH,South,LAN_S,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Lanai,LAN,LAN_SOUTH,South,LAN_S,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Lanai,LAN,LAN_SOUTH,South,LAN_S,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_HANA,Hana,MAI_Hana,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_HANA,Hana,MAI_Hana,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_HANA,Hana,MAI_Hana,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_KAHULUI,Kahului,MAI_Kahului,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_KAHULUI,Kahului,MAI_Kahului,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_KAHULUI,Kahului,MAI_Kahului,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_KIHEI,Kihei,MAI_Kihei,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_KIHEI,Kihei,MAI_Kihei,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_KIHEI,Kihei,MAI_Kihei,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_LAHAINA,Lahaina,MAI_Lahaina,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_LAHAINA,Lahaina,MAI_Lahaina,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_LAHAINA,Lahaina,MAI_Lahaina,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_NE,Northeast,MAI_NE,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_NE,Northeast,MAI_NE,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_NE,Northeast,MAI_NE,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_NW,Northwest,MAI_NW,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_NW,Northwest,MAI_NW,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_NW,Northwest,MAI_NW,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_SE,Southeast,MAI_SE,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_SE,Southeast,MAI_SE,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Maui,MAI,MAI_SE,Southeast,MAI_SE,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Molokai,MOL,MOL_NW,Northwest,MOL_NW,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Molokai,MOL,MOL_NW,Northwest,MOL_NW,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Molokai,MOL,MOL_NW,Northwest,MOL_NW,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Molokai,MOL,MOL_PALI,Pali,MOL_Pali,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Molokai,MOL,MOL_PALI,Pali,MOL_Pali,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Molokai,MOL,MOL_PALI,Pali,MOL_Pali,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Molokai,MOL,MOL_SOUTH,South,MOL_S,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Molokai,MOL,MOL_SOUTH,South,MOL_S,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Molokai,MOL,MOL_SOUTH,South,MOL_S,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Molokai,MOL,MOL_WEST,West,MOL_W,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Molokai,MOL,MOL_WEST,West,MOL_W,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Molokai,MOL,MOL_WEST,West,MOL_W,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Niihau and Lehua,NII,NII_EAST,East,NII_E,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Niihau and Lehua,NII,NII_EAST,East,NII_E,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Niihau and Lehua,NII,NII_EAST,East,NII_E,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Niihau and Lehua,NII,NII_LEHUA,Lehua,NII_Lehua,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Niihau and Lehua,NII,NII_LEHUA,Lehua,NII_Lehua,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Niihau and Lehua,NII,NII_LEHUA,Lehua,NII_Lehua,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Niihau and Lehua,NII,NII_WEST,West,NII_W,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Niihau and Lehua,NII,NII_WEST,West,NII_W,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Niihau and Lehua,NII,NII_WEST,West,NII_W,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Oahu,OAH,OAH_EAST,East,OAH_E,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Oahu,OAH,OAH_EAST,East,OAH_E,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Oahu,OAH,OAH_EAST,East,OAH_E,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Oahu,OAH,OAH_KAENA,Kaena,OAH_Kaena,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Oahu,OAH,OAH_KAENA,Kaena,OAH_Kaena,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Oahu,OAH,OAH_KAENA,Kaena,OAH_Kaena,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Oahu,OAH,OAH_NE,Northeast,OAH_NE,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Oahu,OAH,OAH_NE,Northeast,OAH_NE,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Oahu,OAH,OAH_NE,Northeast,OAH_NE,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Oahu,OAH,OAH_NORTH,North,OAH_N,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Oahu,OAH,OAH_NORTH,North,OAH_N,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Oahu,OAH,OAH_NORTH,North,OAH_N,Forereef,Shallow,Forereef Shallow,FRF_S
MHI,Main Hawaiian Islands,MHI,Oahu,OAH,OAH_SOUTH,South,OAH_S,Forereef,Deep,Forereef Deep,FRF_D
MHI,Main Hawaiian Islands,MHI,Oahu,OAH,OAH_SOUTH,South,OAH_S,Forereef,Mid,Forereef Mid,FRF_M
MHI,Main Hawaiian Islands,MHI,Oahu,OAH,OAH_SOUTH,South,OAH_S,Forereef,Shallow,Forereef Shallow,FRF_S
NWHI,Northwestern Hawaiian Islands,NWHI,French Frigate Shoals,FFS,French Frigate,French Frigate Shoals,FFS,Backreef,Mid,Backreef Mid,BRF_M
NWHI,Northwestern Hawaiian Islands,NWHI,French Frigate Shoals,FFS,French Frigate,French Frigate Shoals,FFS,Backreef,Shallow,Backreef Shallow,BRF_S
NWHI,Northwestern Hawaiian Islands,NWHI,French Frigate Shoals,FFS,French Frigate,French Frigate Shoals,FFS,Forereef,Deep,Forereef Deep,FRF_D
NWHI,Northwestern Hawaiian Islands,NWHI,French Frigate Shoals,FFS,French Frigate,French Frigate Shoals,FFS,Forereef,Mid,Forereef Mid,FRF_M
NWHI,Northwestern Hawaiian Islands,NWHI,French Frigate Shoals,FFS,French Frigate,French Frigate Shoals,FFS,Forereef,Shallow,Forereef Shallow,FRF_S
NWHI,Northwestern Hawaiian Islands,NWHI,French Frigate Shoals,FFS,French Frigate,French Frigate Shoals,FFS,Lagoon,Mid,Lagoon Mid,LAG_M
NWHI,Northwestern Hawaiian Islands,NWHI,French Frigate Shoals,FFS,French Frigate,French Frigate Shoals,FFS,Lagoon,Shallow,Lagoon Shallow,LAG_S
NWHI,Northwestern Hawaiian Islands,NWHI,French Frigate Shoals,FFS,French Frigate,French Frigate Shoals,FFS,Protected Slope,Deep,Protected Slope Deep,PRS_D
NWHI,Northwestern Hawaiian Islands,NWHI,French Frigate Shoals,FFS,French Frigate,French Frigate Shoals,FFS,Protected Slope,Mid,Protected Slope Mid,PRS_M
NWHI,Northwestern Hawaiian Islands,NWHI,French Frigate Shoals,FFS,French Frigate,French Frigate Shoals,FFS,Protected Slope,Shallow,Protected Slope Shallow,PRS_S
NWHI,Northwestern Hawaiian Islands,NWHI,Kure Atoll,KUR,Kure,Kure Atoll,KUR,Backreef,Mid,Backreef Mid,BRF_M
NWHI,Northwestern Hawaiian Islands,NWHI,Kure Atoll,KUR,Kure,Kure Atoll,KUR,Backreef,Shallow,Backreef Shallow,BRF_S
NWHI,Northwestern Hawaiian Islands,NWHI,Kure Atoll,KUR,Kure,Kure Atoll,KUR,Forereef,Deep,Forereef Deep,FRF_D
NWHI,Northwestern Hawaiian Islands,NWHI,Kure Atoll,KUR,Kure,Kure Atoll,KUR,Forereef,Mid,Forereef Mid,FRF_M
NWHI,Northwestern Hawaiian Islands,NWHI,Kure Atoll,KUR,Kure,Kure Atoll,KUR,Forereef,Shallow,Forereef Shallow,FRF_S
NWHI,Northwestern Hawaiian Islands,NWHI,Kure Atoll,KUR,Kure,Kure Atoll,KUR,Lagoon,Mid,Lagoon Mid,LAG_M
NWHI,Northwestern Hawaiian Islands,NWHI,Kure Atoll,KUR,Kure,Kure Atoll,KUR,Lagoon,Shallow,Lagoon Shallow,LAG_S
NWHI,Northwestern Hawaiian Islands,NWHI,Lisianski Island,LIS,Lisianski,Lisianski,LIS,Forereef,Deep,Forereef Deep,FRF_D
NWHI,Northwestern Hawaiian Islands,NWHI,Lisianski Island,LIS,Lisianski,Lisianski,LIS,Forereef,Mid,Forereef Mid,FRF_M
NWHI,Northwestern Hawaiian Islands,NWHI,Lisianski Island,LIS,Lisianski,Lisianski,LIS,Forereef,Shallow,Forereef Shallow,FRF_S
NWHI,Northwestern Hawaiian Islands,NWHI,Pearl and Hermes Atolls,PHR,Pearl & Hermes,Pearl and Hermes Atolls,PHR,Backreef,Mid,Backreef Mid,BRF_M
NWHI,Northwestern Hawaiian Islands,NWHI,Pearl and Hermes Atolls,PHR,Pearl & Hermes,Pearl and Hermes Atolls,PHR,Backreef,Shallow,Backreef Shallow,BRF_S
NWHI,Northwestern Hawaiian Islands,NWHI,Pearl and Hermes Atolls,PHR,Pearl & Hermes,Pearl and Hermes Atolls,PHR,Forereef,Deep,Forereef Deep,FRF_D
NWHI,Northwestern Hawaiian Islands,NWHI,Pearl and Hermes Atolls,PHR,Pearl & Hermes,Pearl and Hermes Atolls,PHR,Forereef,Mid,Forereef Mid,FRF_M
NWHI,Northwestern Hawaiian Islands,NWHI,Pearl and Hermes Atolls,PHR,Pearl & Hermes,Pearl and Hermes Atolls,PHR,Forereef,Shallow,Forereef Shallow,FRF_S
NWHI,Northwestern Hawaiian Islands,NWHI,Pearl and Hermes Atolls,PHR,Pearl & Hermes,Pearl and Hermes Atolls,PHR,Lagoon,Mid,Lagoon Mid,LAG_M
NWHI,Northwestern Hawaiian Islands,NWHI,Pearl and Hermes Atolls,PHR,Pearl & Hermes,Pearl and Hermes Atolls,PHR,Lagoon,Shallow,Lagoon Shallow,LAG_S
PRIAs,Pacific Remote Island Areas,PRIA,Baker,BAK,Baker,Baker,BAK,Forereef,Deep,Forereef Deep,FRF_D
PRIAs,Pacific Remote Island Areas,PRIA,Baker,BAK,Baker,Baker,BAK,Forereef,Mid,Forereef Mid,FRF_M
PRIAs,Pacific Remote Island Areas,PRIA,Baker,BAK,Baker,Baker,BAK,Forereef,Shallow,Forereef Shallow,FRF_S
PRIAs,Pacific Remote Island Areas,PRIA,Howland,HOW,Howland,Howland,HOW,Forereef,Deep,Forereef Deep,FRF_D
PRIAs,Pacific Remote Island Areas,PRIA,Howland,HOW,Howland,Howland,HOW,Forereef,Mid,Forereef Mid,FRF_M
PRIAs,Pacific Remote Island Areas,PRIA,Howland,HOW,Howland,Howland,HOW,Forereef,Shallow,Forereef Shallow,FRF_S
PRIAs,Pacific Remote Island Areas,PRIA,Jarvis,JAR,Jarvis,Jarvis,JAR,Forereef,Deep,Forereef Deep,FRF_D
PRIAs,Pacific Remote Island Areas,PRIA,Jarvis,JAR,Jarvis,Jarvis,JAR,Forereef,Mid,Forereef Mid,FRF_M
PRIAs,Pacific Remote Island Areas,PRIA,Jarvis,JAR,Jarvis,Jarvis,JAR,Forereef,Shallow,Forereef Shallow,FRF_S
PRIAs,Pacific Remote Island Areas,PRIA,Johnston Atoll,JOH,Johnston,Johnston Atoll,JOH,Backreef,Mid,Backreef Mid,BRF_M
PRIAs,Pacific Remote Island Areas,PRIA,Johnston Atoll,JOH,Johnston,Johnston Atoll,JOH,Backreef,Shallow,Backreef Shallow,BRF_S
PRIAs,Pacific Remote Island Areas,PRIA,Johnston Atoll,JOH,Johnston,Johnston Atoll,JOH,Forereef,Mid,Forereef Mid,FRF_M
PRIAs,Pacific Remote Island Areas,PRIA,Johnston Atoll,JOH,Johnston,Johnston Atoll,JOH,Forereef,Shallow,Forereef Shallow,FRF_S
PRIAs,Pacific Remote Island Areas,PRIA,Johnston Atoll,JOH,Johnston,Johnston Atoll,JOH,Forereef,Deep,Forereef Deep,FRF_D
PRIAs,Pacific Remote Island Areas,PRIA,Johnston Atoll,JOH,Johnston,Johnston Atoll,JOH,Lagoon,Deep,Lagoon Deep,LAG_D
PRIAs,Pacific Remote Island Areas,PRIA,Johnston Atoll,JOH,Johnston,Johnston Atoll,JOH,Lagoon,Mid,Lagoon Mid,LAG_M
PRIAs,Pacific Remote Island Areas,PRIA,Johnston Atoll,JOH,Johnston,Johnston Atoll,JOH,Lagoon,Shallow,Lagoon Shallow,LAG_S
PRIAs,Pacific Remote Island Areas,PRIA,Johnston Atoll,JOH,Johnston,Johnston Atoll,JOH,Protected Slope,Deep,Protected Slope Deep,PRS_D
PRIAs,Pacific Remote Island Areas,PRIA,Johnston Atoll,JOH,Johnston,Johnston Atoll,JOH,Protected Slope,Mid,Protected Slope Mid,PRS_M
PRIAs,Pacific Remote Island Areas,PRIA,Johnston Atoll,JOH,Johnston,Johnston Atoll,JOH,Protected Slope,Shallow,Protected Slope Shallow,PRS_S
PRIAs,Pacific Remote Island Areas,PRIA,Kingman Reef,KIN,Kingman,Kingman Reef,KIN,Backreef,Deep,Backreef Deep,BRF_D
PRIAs,Pacific Remote Island Areas,PRIA,Kingman Reef,KIN,Kingman,Kingman Reef,KIN,Backreef,Mid,Backreef Mid,BRF_M
PRIAs,Pacific Remote Island Areas,PRIA,Kingman Reef,KIN,Kingman,Kingman Reef,KIN,Backreef,Shallow,Backreef Shallow,BRF_S
PRIAs,Pacific Remote Island Areas,PRIA,Kingman Reef,KIN,Kingman,Kingman Reef,KIN,Forereef,Deep,Forereef Deep,FRF_D
PRIAs,Pacific Remote Island Areas,PRIA,Kingman Reef,KIN,Kingman,Kingman Reef,KIN,Forereef,Mid,Forereef Mid,FRF_M
PRIAs,Pacific Remote Island Areas,PRIA,Kingman Reef,KIN,Kingman,Kingman Reef,KIN,Forereef,Shallow,Forereef Shallow,FRF_S
PRIAs,Pacific Remote Island Areas,PRIA,Kingman Reef,KIN,Kingman,Kingman Reef,KIN,Lagoon,Deep,Lagoon Deep,LAG_D
PRIAs,Pacific Remote Island Areas,PRIA,Kingman Reef,KIN,Kingman,Kingman Reef,KIN,Lagoon,Mid,Lagoon Mid,LAG_M
PRIAs,Pacific Remote Island Areas,PRIA,Kingman Reef,KIN,Kingman,Kingman Reef,KIN,Lagoon,Shallow,Lagoon Shallow,LAG_S
PRIAs,Pacific Remote Island Areas,PRIA,Kingman Reef,KIN,Kingman,Kingman Reef,KIN,Protected Slope,Deep,Protected Slope Deep,PRS_D
PRIAs,Pacific Remote Island Areas,PRIA,Kingman Reef,KIN,Kingman,Kingman Reef,KIN,Protected Slope,Mid,Protected Slope Mid,PRS_M
PRIAs,Pacific Remote Island Areas,PRIA,Kingman Reef,KIN,Kingman,Kingman Reef,KIN,Protected Slope,Shallow,Protected Slope Shallow,PRS_S
PRIAs,Pacific Remote Island Areas,PRIA,Palmyra Atoll,PAL,Palmyra,Palmyra Atoll,PAL,Backreef,Deep,Backreef Deep,BRF_D
PRIAs,Pacific Remote Island Areas,PRIA,Palmyra Atoll,PAL,Palmyra,Palmyra Atoll,PAL,Backreef,Mid,Backreef Mid,BRF_M
PRIAs,Pacific Remote Island Areas,PRIA,Palmyra Atoll,PAL,Palmyra,Palmyra Atoll,PAL,Backreef,Shallow,Backreef Shallow,BRF_S
PRIAs,Pacific Remote Island Areas,PRIA,Palmyra Atoll,PAL,Palmyra,Palmyra Atoll,PAL,Forereef,Deep,Forereef Deep,FRF_D
PRIAs,Pacific Remote Island Areas,PRIA,Palmyra Atoll,PAL,Palmyra,Palmyra Atoll,PAL,Forereef,Mid,Forereef Mid,FRF_M
PRIAs,Pacific Remote Island Areas,PRIA,Palmyra Atoll,PAL,Palmyra,Palmyra Atoll,PAL,Forereef,Shallow,Forereef Shallow,FRF_S
PRIAs,Pacific Remote Island Areas,PRIA,Palmyra Atoll,PAL,Palmyra,Palmyra Atoll,PAL,Lagoon,Mid,Lagoon Mid,LAG_M
PRIAs,Pacific Remote Island Areas,PRIA,Palmyra Atoll,PAL,Palmyra,Palmyra Atoll,PAL,Lagoon,Shallow,Lagoon Shallow,LAG_S
PRIAs,Pacific Remote Island Areas,PRIA,Wake,WAK,Wake,Wake,WAK,Backreef,Deep,Backreef Deep,BRF_D
PRIAs,Pacific Remote Island Areas,PRIA,Wake,WAK,Wake,Wake,WAK,Backreef,Mid,Backreef Mid,BRF_M
PRIAs,Pacific Remote Island Areas,PRIA,Wake,WAK,Wake,Wake,WAK,Backreef,Shallow,Backreef Shallow,BRF_S
PRIAs,Pacific Remote Island Areas,PRIA,Wake,WAK,Wake,Wake,WAK,Forereef,Deep,Forereef Deep,FRF_D
PRIAs,Pacific Remote Island Areas,PRIA,Wake,WAK,Wake,Wake,WAK,Forereef,Mid,Forereef Mid,FRF_M
PRIAs,Pacific Remote Island Areas,PRIA,Wake,WAK,Wake,Wake,WAK,Forereef,Shallow,Forereef Shallow,FRF_S
PRIAs,Pacific Remote Island Areas,PRIA,Wake,WAK,Wake,Wake,WAK,Lagoon,Shallow,Lagoon Shallow,LAG_S
